#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2466563	2467111	+	CENAFE_12000	20.1	11.4		RefSeq:WP_007398454.1, SO:0001217, UniParc:UPI000208062B, UniRef:UniRef100_A0A2D3HEI0, UniRef:UniRef50_A0A347WEZ6, UniRef:UniRef90_A0A2D3HEI0
contig_1	2468809	2469930	+	CENAFE_12010	40.0	5.2		RefSeq:WP_007398457.1, SO:0001217, UniParc:UPI000208062E, UniRef:UniRef100_A0A2D3HE97, UniRef:UniRef50_G2I420, UniRef:UniRef90_A0A070A851
contig_1	2477219	2477767	+	CENAFE_12050	19.4	4.8		RefSeq:WP_007398468.1, SO:0001217, UniParc:UPI0002080639, UniRef:UniRef100_A0A2D3HE94, UniRef:UniRef50_W5Y9C9, UniRef:UniRef90_A0A070A663
contig_1	2477767	2478417	+	CENAFE_12055	22.3	6.9		RefSeq:WP_007398469.1, SO:0001217, UniParc:UPI000208063A, UniRef:UniRef100_A0A2D3HEH1, UniRef:UniRef50_G2I435, UniRef:UniRef90_A0A2D3HEH1
contig_1	2478526	2479395	+	CENAFE_12060	29.0	5.1		RefSeq:WP_007398470.1, SO:0001217, UniParc:UPI000208063B, UniRef:UniRef100_A0A2D3HEI5, UniRef:UniRef50_G2I436, UniRef:UniRef90_A0A070A6M8
contig_1	2481143	2481574	+	CENAFE_12070	15.6	4.7		RefSeq:WP_034927992.1, SO:0001217, UniParc:UPI0004D55F26, UniRef:UniRef100_A0A2D3HE61, UniRef:UniRef50_G2I438, UniRef:UniRef90_G2I438
contig_1	2481585	2481896	+	CENAFE_12075	10.7	4.4		RefSeq:WP_099963228.1, SO:0001217, UniParc:UPI0007DDFA81, UniRef:UniRef100_A0A2D3HE89, UniRef:UniRef50_G2I439, UniRef:UniRef90_A0A070A668
contig_1	2482062	2483354	+	CENAFE_12080	43.4	12.0		RefSeq:WP_099963227.1, SO:0001217, UniParc:UPI0007DCD737, UniRef:UniRef100_A0A2D3HE62, UniRef:UniRef50_A0A070ACT6, UniRef:UniRef90_A0A070ACT6
contig_1	2483581	2484501	+	CENAFE_12085	30.0	5.1		RefSeq:WP_007398473.1, SO:0001217, UniParc:UPI000208063E, UniRef:UniRef100_A0A2D3HEB6, UniRef:UniRef50_G2I441, UniRef:UniRef90_A0A070A6N5
contig_1	2484736	2485884	+	CENAFE_12095	41.2	6.1		SO:0001217, UniParc:UPI0002080640, UniRef:UniRef100_A0A2D3HE40, UniRef:UniRef50_A0A177G6Q6, UniRef:UniRef90_A0A070A7X1
contig_1	2486554	2486787	+	CENAFE_12105	8.2	12.0		RefSeq:WP_139064286.1, SO:0001217, UniParc:UPI0002FDA5E1, UniRef:UniRef100_A0A181CAG2, UniRef:UniRef50_A0A181CAG2, UniRef:UniRef90_A0A181CAG2
contig_1	2488957	2489583	+	CENAFE_12125	22.0	4.7		RefSeq:WP_039998921.1, SO:0001217, UniParc:UPI00031FE55C, UniRef:UniRef100_A0A2D3HE50, UniRef:UniRef50_A0A371Z0R8, UniRef:UniRef90_W5Y8B2
contig_1	2489583	2491211	+	CENAFE_12130	53.2	4.2		RefSeq:WP_007398482.1, SO:0001217, UniParc:UPI000208073D, UniRef:UniRef100_A0A181CAJ9, UniRef:UniRef50_A0A181CAJ9, UniRef:UniRef90_A0A181CAJ9
contig_1	2491222	2491713	+	CENAFE_12135	15.7	4.4		RefSeq:WP_007398483.1, SO:0001217, UniParc:UPI000208073E, UniRef:UniRef100_A0A2D3HE78, UniRef:UniRef50_W5YFZ2, UniRef:UniRef90_A0A070A6Y2
contig_1	2491776	2492243	+	CENAFE_12140	17.0	5.2		RefSeq:WP_007398484.1, SO:0001217, UniParc:UPI000208073F, UniRef:UniRef100_A0A2D3HE49, UniRef:UniRef50_A0A2D3HE49, UniRef:UniRef90_A0A2D3HE49
contig_1	2492240	2492731	+	CENAFE_12145	17.3	8.6		RefSeq:WP_007398485.1, SO:0001217, UniParc:UPI0002080740, UniRef:UniRef100_A0A2D3HEA5, UniRef:UniRef50_A0A1U9RIG4, UniRef:UniRef90_A0A2D3HEA5
contig_1	2492688	2493071	+	CENAFE_12150	13.1	9.6		SO:0001217, UniRef:UniRef50_A0A0M0EKF4, UniRef:UniRef90_A0A2D3HEC8
contig_1	2493218	2493817	+	CENAFE_12155	19.5	7.9		RefSeq:WP_007398487.1, SO:0001217, UniParc:UPI0002080742, UniRef:UniRef100_A0A2D3HE29, UniRef:UniRef50_A0A0D6QCA9, UniRef:UniRef90_A0A070A6C8
contig_1	2493919	2494068	+	CENAFE_12160	5.2	12.0		RefSeq:WP_007398488.1, SO:0001217, UniParc:UPI0002080743, UniRef:UniRef100_A0A181CAL6, UniRef:UniRef50_A0A181CAL6, UniRef:UniRef90_A0A181CAL6
contig_1	2495545	2495940	+	CENAFE_12175	14.5	10.7		RefSeq:WP_007398491.1, SO:0001217, UniParc:UPI0002080746, UniRef:UniRef100_A0A2D3HEF1, UniRef:UniRef50_A0A0M0EKF1, UniRef:UniRef90_A0A070A6G6
contig_1	2496015	2496254	+	CENAFE_12180	8.6	10.1		RefSeq:WP_112210005.1, SO:0001217, UniParc:UPI0007DE2C38, UniRef:UniRef100_A0A181CAK9, UniRef:UniRef50_A0A2D3HEG5, UniRef:UniRef90_A0A2D3HEG5
contig_1	2496399	2496560	-	CENAFE_12185	6.4	6.4		RefSeq:WP_007398493.1, SO:0001217, UniParc:UPI0002080748, UniRef:UniRef100_A0A181CAP2, UniRef:UniRef50_A0A0M0EKH1, UniRef:UniRef90_A0A181CAP2
contig_1	2496891	2497220	-	CENAFE_12190	10.8	9.0		SO:0001217, UniParc:UPI000208074A, UniRef:UniRef100_A0A2D3HE55, UniRef:UniRef50_A0A2D3HE55, UniRef:UniRef90_A0A2D3HE55
contig_1	2497405	2498103	-	CENAFE_12195	26.5	10.6	PF03567.17|Sulfotransfer_2	PFAM:PF03567.17, RefSeq:WP_007398496.1, SO:0001217, UniParc:UPI000208074B, UniRef:UniRef100_A0A2D3HE36, UniRef:UniRef50_W5Y4E2, UniRef:UniRef90_A0A2D3HE36
contig_1	2498271	2498453	+	CENAFE_12200	6.6	4.1		RefSeq:WP_007398497.1, SO:0001217, UniParc:UPI000208074C, UniRef:UniRef100_A0A2D3HE68, UniRef:UniRef50_A0A4P5NU83, UniRef:UniRef90_A0A2D3HE68
contig_1	2499757	2499921	-	CENAFE_12210	5.5	4.6		RefSeq:WP_007398499.1, SO:0001217, UniParc:UPI000208074E, UniRef:UniRef100_A0A181CAM4, UniRef:UniRef50_A0A181CAM4, UniRef:UniRef90_A0A181CAM4
contig_1	2499954	2500130	-	CENAFE_12215	6.4	5.3		RefSeq:WP_157772009.1, SO:0001217, UniParc:UPI0007DDED69, UniRef:UniRef100_A0A181CAI0, UniRef:UniRef50_A0A181CAI0, UniRef:UniRef90_A0A181CAI0
contig_1	2500425	2500757	-	CENAFE_12220	12.0	4.1		RefSeq:WP_007398501.1, SO:0001217, UniParc:UPI0002080750, UniRef:UniRef100_A0A2D3HE41, UniRef:UniRef50_W5Y8E7, UniRef:UniRef90_G2I461
contig_1	2507815	2507976	-	CENAFE_12255	6.1	9.3		SO:0001217, UniParc:UPI000208075C, UniRef:UniRef100_A0A181CAJ4, UniRef:UniRef50_A0A181CAJ4, UniRef:UniRef90_A0A181CAJ4
contig_1	2508871	2509155	-	CENAFE_12265	9.2	9.4		RefSeq:WP_007398515.1, SO:0001217, UniParc:UPI000208075E, UniRef:UniRef100_A0A2D3HEF5, UniRef:UniRef50_A0A2D3HEF5, UniRef:UniRef90_A0A2D3HEF5
contig_1	2517096	2517572	-	CENAFE_12305	16.9	7.8		RefSeq:WP_034932743.1, SO:0001217, UniParc:UPI0004D46DE5, UniRef:UniRef100_A0A2D3HE85, UniRef:UniRef50_G2I2Y9, UniRef:UniRef90_A0A2D3HE85
contig_1	2522358	2522750	-	CENAFE_12325	14.3	5.5		
contig_1	2528535	2528795	+	CENAFE_12365	9.8	5.9		RefSeq:WP_039998935.1, SO:0001217, UniParc:UPI00058736B4, UniRef:UniRef100_A0A2D3HE20, UniRef:UniRef50_A0A070AEP1, UniRef:UniRef90_A0A070AEP1
contig_1	2531519	2532577	+	CENAFE_12375	39.0	6.6		SO:0001217, UniParc:UPI000319BA8A, UniRef:UniRef100_A0A2D3HE23, UniRef:UniRef50_W5Y711, UniRef:UniRef90_A0A070A9S3
contig_1	2572661	2572981	+	CENAFE_12530	11.0	9.9		SO:0001217, UniParc:UPI0007DCCDE2, UniRef:UniRef100_A0A181C5H7, UniRef:UniRef50_A0A181C5H7, UniRef:UniRef90_A0A181C5H7
contig_1	2594789	2594926	-	CENAFE_12625	4.8	6.4		
contig_1	2596065	2596205	+	CENAFE_12635	5.0	12.0		SO:0001217, UniParc:UPI000208099E, UniRef:UniRef100_A0A181C569, UniRef:UniRef50_A0A181C569, UniRef:UniRef90_A0A181C569
contig_1	2626264	2626638	+	CENAFE_12775	13.7	6.7		RefSeq:WP_007398638.1, SO:0001217, UniParc:UPI0002080AB1, UniRef:UniRef100_A0A2D3HE69, UniRef:UniRef50_A0A2D3HE69, UniRef:UniRef90_A0A2D3HE69
contig_1	2631975	2633498	+	CENAFE_12800	56.2	6.3		EC:2.5.1.2, KEGG:K10811, RefSeq:WP_139064290.1, SO:0001217, UniParc:UPI0007DDE5A4, UniRef:UniRef100_A0A2D3HE10, UniRef:UniRef50_A0A318QX61, UniRef:UniRef90_A0A2D3HE10
contig_1	2691738	2692196	-	CENAFE_13050	17.8	6.6		RefSeq:WP_039999053.1, SO:0001217, UniParc:UPI0002E95295, UniRef:UniRef100_A0A2D3HDY8, UniRef:UniRef50_A0A2D3HDY8, UniRef:UniRef90_A0A2D3HDY8
contig_1	2723712	2723999	+	CENAFE_13195	10.9	7.8		RefSeq:WP_039999065.1, SO:0001217, UniParc:UPI000587F7CE, UniRef:UniRef100_A0A2D3HDZ6, UniRef:UniRef50_W5YE89, UniRef:UniRef90_W5YE89
contig_1	2727274	2727405	-	CENAFE_13210	5.1	11.6		SO:0001217, UniParc:UPI000207FAAB, UniRef:UniRef100_A0A181CEC3, UniRef:UniRef50_A0A181CEC3, UniRef:UniRef90_A0A181CEC3
contig_1	2745214	2745312	-	CENAFE_13280	4.0	9.2		SO:0001217, UniParc:UPI0007DD3F34, UniRef:UniRef100_A0A181CEL2, UniRef:UniRef50_S6D9Y4, UniRef:UniRef90_S6D9Y4
contig_1	2753208	2753447	+	CENAFE_13315	8.1	4.4		SO:0001217, UniParc:UPI0007DDEAE3, UniRef:UniRef100_A0A2D3HDP3, UniRef:UniRef50_W5YG35, UniRef:UniRef90_A0A2D3HDP3
contig_1	2755156	2755353	+	CENAFE_13325	7.4	10.7		RefSeq:WP_039999084.1, SO:0001217, UniParc:UPI000313C3EA, UniRef:UniRef100_A0A181C5N9, UniRef:UniRef50_A0A181C5N9, UniRef:UniRef90_A0A181C5N9
contig_1	2756192	2756764	+	CENAFE_13335	20.9	4.9		SO:0001217, UniParc:UPI0007DEA94A, UniRef:UniRef100_A0A181C645, UniRef:UniRef50_A0A181C645, UniRef:UniRef90_A0A181C645
contig_1	2761785	2762399	+	CENAFE_13360	22.1	5.5		RefSeq:WP_112209767.1, SO:0001217, UniParc:UPI0007DCCA49, UniRef:UniRef100_A0A181C642, UniRef:UniRef50_A0A0M0EE61, UniRef:UniRef90_A0A0M0EE61
contig_1	2763695	2763808	+	CENAFE_13370	4.1	11.4	PF02492.22|cobW	PFAM:PF02492.22
contig_1	2780282	2780599	-	CENAFE_13440	11.3	4.6		RefSeq:WP_242448089.1, SO:0001217, UniParc:UPI0007DDFAA8, UniRef:UniRef100_A0A181C668, UniRef:UniRef50_A0A149V0V1, UniRef:UniRef90_A0A181C668
contig_1	2782130	2782363	-	CENAFE_13445	8.7	5.9		
contig_1	2787118	2787639	+	CENAFE_13475	19.7	9.1		SO:0001217, UniParc:UPI0007DFA280, UniRef:UniRef100_A0A181C5R8, UniRef:UniRef50_A0A181C5R8, UniRef:UniRef90_A0A181C5R8
contig_1	2792822	2793016	-	CENAFE_13510	6.7	11.7		SO:0001217, UniParc:UPI0007E253CC, UniRef:UniRef100_A0A181C5Q0, UniRef:UniRef50_A0A401X6Q3, UniRef:UniRef90_A0A181C5Q0
contig_1	2793059	2793196	+	CENAFE_13515	5.4	9.1		RefSeq:WP_167376419.1, SO:0001217, UniParc:UPI0007DF4752, UniRef:UniRef100_A0A181C5R4, UniRef:UniRef50_D5QDL8, UniRef:UniRef90_A0A181C5R4
contig_1	2799946	2801100	-	CENAFE_13545	43.3	8.5		RefSeq:WP_146750208.1, SO:0001217, UniParc:UPI0011BE844B, UniRef:UniRef100_A0A181C5U1, UniRef:UniRef50_A0A2Z3X772, UniRef:UniRef90_A0A181C5U1
contig_1	2818863	2819081	-	CENAFE_13625	7.5	6.5		SO:0001217, UniParc:UPI0007DE5B77, UniRef:UniRef100_A0A181C5X7, UniRef:UniRef50_A0A181C5X7, UniRef:UniRef90_A0A181C5X7
contig_1	2829786	2830040	+	CENAFE_13680	8.9	9.3		RefSeq:WP_112210017.1, SO:0001217, UniParc:UPI0007DD8409, UniRef:UniRef100_A0A181CAV3, UniRef:UniRef50_W5YDS5, UniRef:UniRef90_A0A181CAV3
contig_1	2837187	2837468	-	CENAFE_13715	9.1	9.5		RefSeq:WP_007400685.1, SO:0001217, UniParc:UPI000207FB3A, UniRef:UniRef100_A0A2D3HDK0, UniRef:UniRef50_A0A2D3HCM4, UniRef:UniRef90_A0A2D3HCM4
contig_1	2837694	2837939	+	CENAFE_13720	8.9	4.1		RefSeq:WP_040000167.1, SO:0001217, UniParc:UPI000317C0C9, UniRef:UniRef100_A0A2D3HDR5, UniRef:UniRef50_W5Y8H2, UniRef:UniRef90_A0A0M0EKU3
contig_1	2838026	2838475	+	CENAFE_13725	15.5	6.6		RefSeq:WP_237701124.1, SO:0001217, UniParc:UPI0007DDA577, UniRef:UniRef100_A0A2D3HDS8, UniRef:UniRef50_W5YG35, UniRef:UniRef90_A0A2D3HDP3
contig_1	2848278	2848580	+	CENAFE_13780	11.2	7.9		RefSeq:WP_034928364.1, SO:0001217, UniParc:UPI00031271F0, UniRef:UniRef100_A0A070A998, UniRef:UniRef50_A0A070A998, UniRef:UniRef90_A0A070A998
contig_1	2852172	2852777	+	CENAFE_13800	22.1	11.7		SO:0001217, UniParc:UPI000207F9E5, UniRef:UniRef100_A0A2D3HDL2, UniRef:UniRef50_A0A2D3HDL2, UniRef:UniRef90_A0A2D3HDL2
contig_1	2853370	2854020	+	CENAFE_13810	23.3	9.8		RefSeq:WP_007400590.1, SO:0001217, UniParc:UPI000207F9E3, UniRef:UniRef100_A0A2D3HDF0, UniRef:UniRef50_A0A318PQY8, UniRef:UniRef90_A0A070A2J7
contig_1	2854045	2854230	+	CENAFE_13815	6.7	11.5		RefSeq:WP_007400589.1, SO:0001217, UniParc:UPI000207F9E2, UniRef:UniRef100_A0A2D3HDN2, UniRef:UniRef50_A0A2D3HDN2, UniRef:UniRef90_A0A2D3HDN2
contig_1	2861232	2861738	-	CENAFE_13845	18.9	6.2		RefSeq:WP_034928353.1, SO:0001217, UniParc:UPI0002D9E998, UniRef:UniRef100_A0A2D3HDE7, UniRef:UniRef50_A0A0U5F7L0, UniRef:UniRef90_G2I4A5
contig_1	2878955	2879887	-	CENAFE_13925	31.7	6.2		RefSeq:WP_034928331.1, SO:0001217, UniParc:UPI0002F217B6, UniRef:UniRef100_A0A2D3HDL4, UniRef:UniRef50_G2I4B9, UniRef:UniRef90_G2I4B9
contig_1	2904779	2905219	-	CENAFE_14060	15.9	5.2		RefSeq:WP_040000105.1, SO:0001217, UniParc:UPI0002F4CBF6, UniRef:UniRef100_A0A2D3HDA9, UniRef:UniRef50_A0A1U9KGN7, UniRef:UniRef90_G2I4E5
contig_1	2907002	2907259	-	CENAFE_14075	9.8	10.4		RefSeq:WP_007400530.1, SO:0001217, UniParc:UPI0002080A09, UniRef:UniRef100_A0A2D3HDG5, UniRef:UniRef50_A0A318Q8A7, UniRef:UniRef90_G2I4E8
contig_1	2928122	2928541	-	CENAFE_14165	15.5	11.3		SO:0001217, UniParc:UPI0007DD28EA, UniRef:UniRef100_A0A181CB10, UniRef:UniRef50_A0A181CB10, UniRef:UniRef90_A0A181CB10
contig_1	2930491	2930871	-	CENAFE_14180	15.4	9.4		RefSeq:WP_007400506.1, SO:0001217, UniParc:UPI0002080909, UniRef:UniRef100_A0A2D3HD64, UniRef:UniRef50_G2I4G7, UniRef:UniRef90_A0A2D3HD64
contig_1	2930995	2932884	-	CENAFE_14185	68.8	6.9		RefSeq:WP_040000096.1, SO:0001217, UniParc:UPI0002DFBB79, UniRef:UniRef100_A0A2D3HDC8, UniRef:UniRef50_A0A506UQM3, UniRef:UniRef90_A0A070A2B4
contig_1	2960727	2961077	+	CENAFE_14315	13.2	5.5		SO:0001217, UniParc:UPI0002DF2B96, UniRef:UniRef100_A0A2D3HDE0, UniRef:UniRef50_G2I4J4, UniRef:UniRef90_G2I4J4
contig_1	2978154	2978411	+	CENAFE_14400	9.0	5.2		RefSeq:WP_050800814.1, SO:0001217, UniParc:UPI0004D357C1, UniRef:UniRef100_A0A2D3HD20, UniRef:UniRef50_A0A318PKG8, UniRef:UniRef90_A0A2D3HD20
contig_1	3002081	3002317	-	CENAFE_14530	8.5	6.1		SO:0001217, UniParc:UPI0004D62064, UniRef:UniRef100_A0A2D3HD60, UniRef:UniRef50_A0A2D3HD60, UniRef:UniRef90_A0A2D3HD60
contig_1	3035099	3035608	-	CENAFE_14660	17.3	4.7		RefSeq:WP_007400391.1, SO:0001217, UniParc:UPI000208069B, UniRef:UniRef100_A0A2D3HD72, UniRef:UniRef50_A0A318PP84, UniRef:UniRef90_A0A070A9N2
contig_1	3061547	3063604	-	CENAFE_14790	79.1	5.6	PF08282.15|Hydrolase_3	PFAM:PF08282.15, RefSeq:WP_139064323.1, SO:0001217, UniParc:UPI0003030DB7, UniRef:UniRef100_A0A181CBC6, UniRef:UniRef50_A0A181CBC6, UniRef:UniRef90_A0A181CBC6
contig_1	3066577	3066945	+	CENAFE_14810	13.5	10.0		SO:0001217, UniParc:UPI0007DD1A0B, UniRef:UniRef100_A0A181CBH1, UniRef:UniRef50_A0A181CBH1, UniRef:UniRef90_A0A181CBH1
contig_1	3067020	3067274	-	CENAFE_14815	9.3	10.6		SO:0001217, UniParc:UPI0003049DD3, UniRef:UniRef100_A0A181CBL5, UniRef:UniRef50_A0A401WTU8, UniRef:UniRef90_A0A181CBL5
contig_1	3067506	3069047	-	CENAFE_14820	59.9	5.7		RefSeq:WP_139064322.1, SO:0001217, UniParc:UPI0002DD7FB4, UniRef:UniRef100_A0A2D3HD28, UniRef:UniRef50_A0A070A919, UniRef:UniRef90_A0A070A919
contig_1	3069444	3069758	-	CENAFE_14825	11.6	10.0		RefSeq:WP_007400348.1, SO:0001217, UniParc:UPI0002080576, UniRef:UniRef100_A0A181CBG9, UniRef:UniRef50_A0A181CBG9, UniRef:UniRef90_A0A181CBG9
contig_1	3073169	3073408	+	CENAFE_14845	8.7	5.4		RefSeq:WP_034929778.1, SO:0001217, UniParc:UPI0004D817D4, UniRef:UniRef100_A0A2D3HD44, UniRef:UniRef50_G2I4T4, UniRef:UniRef90_G2I4T4
contig_1	3074873	3075124	+	CENAFE_14855	9.0	7.1		RefSeq:WP_007400339.1, SO:0001217, UniParc:UPI0002080472, UniRef:UniRef100_A0A2D3HCU2, UniRef:UniRef50_W5Y959, UniRef:UniRef90_A0A2D3HCU2
contig_1	3079031	3079333	-	CENAFE_14875	10.0	9.7		RefSeq:WP_034929788.1, SO:0001217, UniParc:UPI0002FEA39C, UniRef:UniRef100_A0A2D3HIG7, UniRef:UniRef50_W5YGW1, UniRef:UniRef90_A0A2D3HIG7
contig_1	3079514	3079702	+	CENAFE_14880	6.9	6.4		RefSeq:WP_007400333.1, SO:0001217, UniParc:UPI000208046C, UniRef:UniRef100_A0A2D3HCU5, UniRef:UniRef50_A0A318PHT6, UniRef:UniRef90_A0A2D3HCU5
contig_1	3079874	3080170	-	CENAFE_14885	10.8	7.1		RefSeq:WP_007400332.1, SO:0001217, UniParc:UPI000208046B, UniRef:UniRef100_A0A2D3HCZ7, UniRef:UniRef50_G2I4U3, UniRef:UniRef90_A0A2D3HCZ7
contig_1	3087583	3087915	-	CENAFE_14925	11.8	11.4		RefSeq:WP_007400323.1, SO:0001217, UniParc:UPI0002080462, UniRef:UniRef100_A0A070AB16, UniRef:UniRef50_G2I4V1, UniRef:UniRef90_A0A070AB16
contig_1	3099090	3099437	-	CENAFE_14995	11.3	9.3		RefSeq:WP_007400308.1, SO:0001217, UniParc:UPI0002080453, UniRef:UniRef100_A0A2D3HCS2, UniRef:UniRef50_A0A2D3HCS2, UniRef:UniRef90_A0A2D3HCS2
contig_1	3125984	3126577	-	CENAFE_15105	21.6	5.0		RefSeq:WP_040000005.1, SO:0001217, UniParc:UPI0002E67162, UniRef:UniRef100_A0A2D3HCS4, UniRef:UniRef50_A0A2S3W0D3, UniRef:UniRef90_A0A2D3HCS4
contig_1	3156441	3156674	+	CENAFE_15195	8.7	8.8		RefSeq:WP_007400250.1, SO:0001217, UniParc:UPI0002080237, UniRef:UniRef100_A0A2D3HCY4, UniRef:UniRef50_W5Y4C0, UniRef:UniRef90_A0A2D3HCY4
contig_1	3162346	3162516	+	CENAFE_15225	6.4	6.2		SO:0001217, UniParc:UPI0007DE2B9C, UniRef:UniRef100_A0A181CBP4, UniRef:UniRef50_A0A181CBP4, UniRef:UniRef90_A0A181CBP4
contig_1	3165410	3165748	+	CENAFE_15240	11.1	10.5		RefSeq:WP_007400239.1, SO:0001217, UniParc:UPI000208022C, UniRef:UniRef100_A0A2D3HCM4, UniRef:UniRef50_A0A2D3HCM4, UniRef:UniRef90_A0A2D3HCM4
contig_1	3167992	3168279	+	CENAFE_15255	10.2	6.6		SO:0001217, UniParc:UPI0005873028, UniRef:UniRef100_A0A181C516, UniRef:UniRef50_A0A181C516, UniRef:UniRef90_A0A181C516
contig_1	3168784	3169716	+	CENAFE_15260	35.3	8.9		RefSeq:WP_139064318.1, SO:0001217, UniParc:UPI0007DF32FC, UniRef:UniRef100_A0A181C517, UniRef:UniRef50_A0A181C517, UniRef:UniRef90_A0A181C517
contig_1	3173067	3173210	-	CENAFE_15280	5.2	4.8		SO:0001217, UniParc:UPI0002080220, UniRef:UniRef100_A0A181C527, UniRef:UniRef50_W5YAD5, UniRef:UniRef90_W5YAD5
contig_1	3174477	3174716	-	CENAFE_15295	8.8	9.0		
contig_1	3175412	3176971	+	CENAFE_15305	58.1	8.9	PF13005.10|zf-IS66	PFAM:PF13005.10
contig_1	3176901	3177080	-	CENAFE_15310	6.3	11.7		SO:0001217, UniParc:UPI0007DD7452, UniRef:UniRef100_A0A181CBM7, UniRef:UniRef50_A0A181CBM7, UniRef:UniRef90_A0A181CBM7
contig_1	3177317	3177946	-	CENAFE_15315	23.0	5.9		RefSeq:WP_007400223.1, SO:0001217, UniParc:UPI000208021C, UniRef:UniRef100_A0A2D3HCN1, UniRef:UniRef50_A0A0D6QCD0, UniRef:UniRef90_A0A0D6QCD0
contig_1	3185853	3186245	+	CENAFE_15350	14.1	6.6		RefSeq:WP_034930812.1, SO:0001217, UniParc:UPI0002DB9B0D, UniRef:UniRef100_A0A2D3HCX3, UniRef:UniRef50_G2I506, UniRef:UniRef90_A0A2D3HCX3
contig_1	3203363	3204010	-	CENAFE_15450	23.4	5.8		RefSeq:WP_039999960.1, SO:0001217, UniParc:UPI0002E73385, UniRef:UniRef100_A0A2D3HCS5, UniRef:UniRef50_A0A070A8I6, UniRef:UniRef90_A0A070A8I6
contig_1	3206107	3206562	+	CENAFE_15465	17.0	10.3		RefSeq:WP_039999958.1, SO:0001217, UniParc:UPI00058761F5, UniRef:UniRef100_A0A2D3HCW1, UniRef:UniRef50_A0A511XJY0, UniRef:UniRef90_A0A070A8U0
contig_1	3240056	3240283	-	CENAFE_15610	8.3	10.0		RefSeq:WP_039999941.1, SO:0001217, UniParc:UPI0002FB2B07, UniRef:UniRef100_A0A2D3HCP6, UniRef:UniRef50_A0A2D3HCP6, UniRef:UniRef90_A0A2D3HCP6
contig_1	3252056	3252346	-	CENAFE_15675	10.0	6.0		
contig_1	3253178	3254737	+	CENAFE_15685	58.1	8.9	PF13005.10|zf-IS66	PFAM:PF13005.10
contig_1	3254761	3255615	-	CENAFE_15690	27.2	4.2	PF13332.9|Fil_haemagg_2	PFAM:PF13332.9
contig_1	3256857	3257642	+	CENAFE_15700	29.9	11.2		
contig_1	3257998	3258207	-	CENAFE_15705	7.9	9.5		SO:0001217, UniRef:UniRef50_A0A070ACE4, UniRef:UniRef90_A0A070A5J6
contig_1	3258347	3258685	+	CENAFE_15710	12.7	9.9		SO:0001217, UniRef:UniRef50_A0A0D6QAM2, UniRef:UniRef90_A0A070A502
contig_1	3262949	3264670	+	CENAFE_15735	63.2	7.0		RefSeq:WP_232276070.1, SO:0001217, UniParc:UPI0005918839, UniRef:UniRef100_A0A0N1FAH0, UniRef:UniRef50_A0A0N1FAH0, UniRef:UniRef90_A0A0N1FAH0
contig_1	3265936	3266115	-	CENAFE_15745	7.0	7.8		SO:0001217, UniParc:UPI0007DCC243, UniRef:UniRef100_A0A181C505, UniRef:UniRef50_A0A181C505, UniRef:UniRef90_A0A181C505
contig_1	3298358	3298714	-	CENAFE_15895	12.8	9.3		
contig_1	3303236	3303424	-	CENAFE_15920	7.0	4.3		RefSeq:WP_112209847.1, SO:0001217, UniParc:UPI0007DE355D, UniRef:UniRef100_A0A181C7D6, UniRef:UniRef50_A0A149U7E7, UniRef:UniRef90_A0A1B6VGC8
contig_1	3305046	3305327	-	CENAFE_15935	10.4	9.8		RefSeq:WP_112209841.1, SO:0001217, UniParc:UPI0007DD08D4, UniRef:UniRef100_A0A181C7B3, UniRef:UniRef50_A0A149U7I9, UniRef:UniRef90_A0A149U7I9
contig_1	3305358	3305624	+	CENAFE_15940	9.2	9.1		RefSeq:WP_228518519.1, SO:0001217, UniParc:UPI001E35996F, UniRef:UniRef100_UPI001E35996F, UniRef:UniRef50_A0A841QF52, UniRef:UniRef90_A0A841QF52
contig_1	3306110	3306358	+	CENAFE_15945	9.0	4.6		RefSeq:WP_010511782.1, SO:0001217, UniParc:UPI000173BA66, UniRef:UniRef100_A9HCY1, UniRef:UniRef50_A0A149U7Y4, UniRef:UniRef90_A0A149U7Y4
contig_1	3312082	3313221	-	CENAFE_15975	41.7	6.4		SO:0001217, UniParc:UPI00031DC71C, UniRef:UniRef100_A0A2D3HHZ7, UniRef:UniRef50_G6EKX0, UniRef:UniRef90_A0A2D3HHZ7
contig_1	3313819	3316386	-	CENAFE_15980	92.8	5.8	PF20012.2|GAP1-N1	PFAM:PF20012.2, SO:0001217, UniParc:UPI000315164B, UniRef:UniRef100_A0A2D3HCD5, UniRef:UniRef50_A0A2D3HCD5, UniRef:UniRef90_A0A2D3HCD5
contig_1	3319349	3320707	-	CENAFE_16000	50.9	5.0	PF00149.31|Metallophos, PF19976.2|GAAD	PFAM:PF00149.31, PFAM:PF19976.2, RefSeq:WP_039999906.1, SO:0001217, UniParc:UPI0002E4F2C4, UniRef:UniRef100_A0A2D3HHV6, UniRef:UniRef50_A0A090VMW1, UniRef:UniRef90_A0A2D3HHV6
